SYMBOL	chromosome	mu_lof	AF_nfe	AN_nfe	NFE_k
DCAF12L1	X	6.7265e-07	0.0	79643	0
DCAF12L2	X	7.7467e-07	2.44135e-05	79705	1
DCAF8L1	X	0.0	0.0	80685	0
DCAF8L2	X	7.623300000000001e-07	0.0	70259	0
DCX	X	1.0890999999999999e-06	7.339239999999999e-05	80611	5
DDX26B	X	2.5943e-06	2.81567e-05	76102	2
DDX3X	X	1.8619e-06	0.0	77320	0
DDX53	X	2.2267e-07	0.0	79614	0
DGAT2L6	X	1.2334000000000001e-06	0.0006460675	75218	48
DHRSX	X	5.6375e-07	9.757943000000001e-05	112264	10
DIAPH2	X	3.5788e-06	0.0002883175	74865	21
DKC1	X	2.1545e-06	0.0	77173	0
DLG3	X	2.8313999999999997e-06	0.0	74677	0
DMD	X	1.2772e-05	0.0002020191	78828	15
DMRTC1	X	1.2072e-07	1.68927e-05	59793	1
DNASE1L1	X	6.9309e-07	2.44542e-05	78156	1
DOCK11	X	5.706799999999999e-06	0.0001886914	77286	14
DRP2	X	2.9913e-06	0.0001241707	77945	9
DUSP21	X	1.1374000000000001e-07	0.0006130125	79261	48
DUSP9	X	3.7989000000000005e-07	0.0	78936	0
DYNLT3	X	2.6457e-07	0.0	75244	0
EBP	X	7.030599999999999e-07	0.0	75086	0
EDA	X	7.637000000000001e-07	0.0	74228	0
EDA2R	X	6.293e-07	0.0001240181	72746	9
EFHC2	X	1.4059e-06	0.0	69485	0
EFNB1	X	6.155300000000001e-07	0.0	74665	0
EGFL6	X	1.9778999999999997e-06	0.000221739	79478	17
EIF1AX	X	6.2941e-07	0.0	76548	0
EIF2S3	X	1.0021e-06	0.000113835	76911	8
ELF4	X	1.2556e-06	4.9452e-05	80884	3
ELK1	X	5.551600000000001e-07	0.0	69684	0
EMD	X	5.431499999999999e-07	0.0	78161	0
ENOX2	X	1.7372e-06	5.03078e-05	77623	3
ERAS	X	1.9587e-07	0.0	76212	0
ERCC6L	X	2.414e-06	3.67354e-05	79821	2
ESX1	X	4.0366999999999996e-07	0.0	76912	0
F8	X	5.2451e-06	2.44794e-05	79849	1
F8A1	X	0.0	0.0	63822	0
F9	X	1.5281999999999998e-06	0.0	80905	0
FAAH2	X	1.1696e-06	0.0025639034	77310	198
FAM104B	X	8.893700000000001e-08	0.0	76117	0
FAM120C	X	2.9553e-06	0.0	77968	0
FAM122B	X	7.397e-07	2.54256e-05	77706	1
FAM122C	X	5.0417e-07	3.8256599999999996e-05	76325	2
FAM127A	X	1.0105000000000001e-07	0.0	76601	0
FAM127B	X	9.592e-08	0.0	70744	0
FAM127C	X	7.0183e-08	0.0001488734	72773	10
FAM133A	X	3.6756e-07	1.3321099999999999e-05	75784	1
FAM155B	X	6.3762e-07	1.26634e-05	76699	0
FAM199X	X	8.3557e-07	1.22672e-05	76224	0
FAM3A	X	4.9883e-07	1.5891400000000002e-05	74168	1
FAM46D	X	3.6369999999999995e-07	0.0	80285	0
FAM47A	X	0.0	0.0	79143	0
FAM47B	X	0.0	0.0	80550	0
FAM47C	X	0.0	0.0	80703	0
FAM50A	X	1.2255e-06	0.0	80005	0
FAM58A	X	4.834300000000001e-07	0.0	77846	0
FAM9A	X	6.625199999999999e-07	0.0002290088	73560	16
FAM9B	X	4.6490000000000004e-07	4.98289e-05	76319	3
FAM9C	X	3.2037e-07	0.0002782316	74857	20
FANCB	X	1.3708e-06	0.0	79919	0
FATE1	X	5.5632e-07	6.11021e-05	78128	4
FGD1	X	2.4458e-06	0.0	74961	0
FGF13	X	1.0316e-06	1.4738199999999999e-05	75880	1
FGF16	X	4.356100000000001e-07	0.0	78222	0
FHL1	X	7.6176e-07	0.0	79295	0
FIGF	X	1.1426999999999999e-06	8.63625e-05	77970	6
FLNA	X	5.3292e-06	2.47684e-05	79323	1
FMR1	X	1.8668e-06	0.0005736274	78748	45
FMR1NB	X	6.048600000000001e-07	1.2218699999999999e-05	78484	0
FOXO4	X	7.699299999999999e-07	1.2542599999999999e-05	77391	0
FOXP3	X	1.1526e-06	0.0	73125	0
FOXR2	X	4.2039e-08	2.4540500000000003e-05	79788	1
FRMD7	X	1.6286000000000002e-06	3.67773e-05	80887	2
FRMPD3	X	4.7806000000000004e-06	0.00023915200000000002	71930	17
FRMPD4	X	2.6405e-06	0.0	79518	0
FTHL17	X	0.0	0.0	79404	0
FTSJ1	X	1.0855e-06	0.0	78674	0
FUNDC1	X	5.4082e-07	0.0	72623	0
FUNDC2	X	5.6393e-07	0.0	77891	0
G6PD	X	1.3629e-06	0.0	77490	0
GAB3	X	1.4376e-06	1.3839100000000001e-05	76640	1
GABRA3	X	1.1769e-06	0.0003045942	77705	23
GABRE	X	9.552799999999999e-07	0.000112103	76611	8
GABRQ	X	1.4063999999999998e-06	6.155140000000001e-05	80449	4
GAGE1	X	6.065199999999999e-08	0.0	71905	0
GAGE10	X	3.2856e-07	4.88882e-05	76702	3
GAGE12J	X	8.107999999999998e-08	0.0	76338	0
GAGE13	X	2.7938000000000002e-08	0.0	75662	0
GAGE2B	X	1.0946e-07	0.0	51449	0
GAGE2C	X	4.2477e-08	0.0	51449	0
GATA1	X	6.4425e-07	0.0	76422	0
GDI1	X	1.155e-06	0.0	79427	0
GDPD2	X	2.1045e-06	1.23033e-05	78693	0
GEMIN8	X	7.4736e-07	0.0	79819	0
GJB1	X	5.379e-07	0.0	74973	0
GK	X	1.9869999999999998e-06	1.25072e-05	78336	0
GLA	X	1.3549000000000001e-06	0.0	79581	0
GLOD5	X	2.1589e-07	7.78465e-05	74262	5
GLRA2	X	1.2002e-06	1.22273e-05	78482	0
GLRA4	X	1.1125e-06	0.0001515845	78538	11
GLUD2	X	3.8977e-07	0.000513215	78603	40
GNG5P2	X	2.6299000000000003e-08	0.0	71078	0
GNL3L	X	1.4208000000000002e-06	0.0	78083	0
GPC3	X	1.4838999999999999e-06	0.0	79500	0
GPC4	X	1.2947e-06	2.45762e-05	78733	1
GPKOW	X	1.2326999999999999e-06	0.0	77499	0
GPM6B	X	9.6186e-07	2.54904e-05	78762	2
GPR101	X	5.6539e-07	0.0	78858	0
GPR112	X	4.1951e-06	0.0008535245	79500	67
GPR119	X	6.338000000000001e-07	3.67176e-05	80950	2
GPR143	X	8.776100000000001e-07	1.25965e-05	74005	0
GPR173	X	5.0157e-07	0.0	76629	0
GPR174	X	9.5166e-07	1.35466e-05	78507	1
GPR34	X	6.965100000000001e-07	1.23235e-05	79135	0
GPR50	X	5.5727e-07	1.2303599999999999e-05	79646	0
GPR64	X	2.4595e-06	3.95978e-05	76589	3
GPR82	X	3.6478e-07	0.0	79436	0
GPRASP1	X	2.7142e-06	6.15289e-05	81327	5
GPRASP2	X	1.3788999999999998e-06	1.22146e-05	79037	0
GRIA3	X	2.5937000000000003e-06	1.22317e-05	80666	0
GRIPAP1	X	2.8328e-06	1.29247e-05	74964	0
GRPR	X	5.2624e-07	0.0	80883	0
GSPT2	X	9.301000000000001e-07	0.0	78737	0
GTPBP6	X	5.8077e-07	8.902337999999999e-05	108022	9
GUCY2F	X	3.0086000000000003e-06	0.0006081665	78751	47
GYG2	X	8.776399999999999e-07	0.00017576099999999997	76195	13
H2AFB1	X	0.0	0.0	63822	0
H2BFM	X	4.4372e-07	0.42544499999999996	62462	26574
H2BFWT	X	3.691e-07	4.91723e-05	77565	3
HAUS7	X	8.6277e-07	0.0	72979	0
HCCS	X	8.943500000000001e-07	0.0	80914	0
HCFC1	X	3.4892e-06	0.0	74595	0
HDAC6	X	2.737e-06	0.0	74365	0
HDAC8	X	1.2871000000000001e-06	0.0	73880	0
HDHD1	X	3.4469e-07	0.0	74129	0
HDX	X	1.6313e-06	6.28156e-05	76888	4
HEPH	X	3.2657e-06	0.0001317702	76662	10
HMGB3	X	3.9805e-07	0.0	77534	0
HMGN5	X	2.5724e-07	0.0	71980	0
HNRNPH2	X	8.814399999999999e-07	0.0	78978	0
HPRT1	X	6.7047e-07	0.0	75479	0
HS6ST2	X	9.6728e-07	1.39751e-05	68635	0
HSD17B10	X	7.3708e-07	0.0	76546	0
HTATSF1	X	1.5746000000000001e-06	0.0	76940	0
HTR2C	X	8.5911e-07	2.6083600000000002e-05	74725	1
HUWE1	X	1.2540999999999999e-05	0.0	77768	0
IDH3G	X	8.700399999999999e-07	1.22874e-05	75596	0
IDS	X	1.161e-06	0.0	76703	0
IDS	X	6.413800000000001e-07	0.0	76703	0
IGBP1	X	8.8481e-07	0.0	79022	0
IGSF1	X	3.8833e-06	3.67448e-05	78746	2
IKBKG	X	3.4698999999999996e-07	1.4456099999999999e-05	72597	1
IL13RA1	X	9.9796e-07	1.30977e-05	73087	0
IL13RA2	X	1.1881000000000001e-06	0.00010497809999999999	77111	8
IL1RAPL1	X	1.8172e-06	1.2288299999999999e-05	80494	0
IL1RAPL2	X	1.57e-06	1.2216600000000001e-05	78536	0
IL2RG	X	1.055e-06	0.0	76936	0
IL3RA	X	1.1323e-06	0.00136799955	110602	151
IL9R	X	9.2845e-07	0.00109345558	109685	119
IQSEC2	X	2.8198e-06	1.22885e-05	74989	0
IRAK1	X	1.5508e-06	2.1768899999999998e-05	73578	1
IRS4	X	1.8978e-06	3.6794699999999995e-05	80371	2
ITGB1BP2	X	1.1979e-06	0.000258633	77033	19
ITIH6	X	2.3231e-06	0.0012760867	78673	100
ITM2A	X	4.779100000000001e-07	2.54388e-05	74708	1
JADE3	X	1.878e-06	0.0	78258	0
KAL1	X	2.8288999999999997e-06	3.71153e-05	78569	2
KCND1	X	1.3978e-06	4.9375699999999996e-05	75730	3
KCNE1L	X	1.3274e-07	0.000405345	69847	28
KDM5C	X	4.3327e-06	1.2794600000000001e-05	77072	0
KDM6A	X	4.4255e-06	5.01822e-05	78252	3
KIAA1210	X	3.5398e-06	0.0001427862	78030	11
KIAA2022	X	2.5136e-06	1.2233299999999999e-05	80368	0
KIF4A	X	4.2238e-06	7.4163e-05	77542	5
KLF8	X	5.0175e-07	2.51999e-05	76343	1
KLHL13	X	1.4697999999999999e-06	5.0003900000000004e-05	78001	3
KLHL15	X	1.2551e-06	0.0	79976	0
KLHL34	X	7.244e-07	0.0002828145	68032	19
KLHL4	X	1.5206e-06	1.22665e-05	77030	0
KRBOX4	X	2.1276e-07	0.0	79186	0
L1CAM	X	3.7215e-06	2.44238e-05	79276	1
LAGE3	X	1.0985e-07	1.44502e-05	77285	1
LAMP2	X	8.343600000000001e-07	2.4423000000000003e-05	78803	1
LANCL3	X	7.4943e-07	2.6460500000000002e-05	65374	1
LAS1L	X	1.8858000000000002e-06	0.0	73898	0
LCA10	X	4.2863e-07	2.62664e-05	71433	1
LDOC1	X	1.4034e-07	0.0	73307	0
LHFPL1	X	3.5847e-07	2.49144e-05	79562	1
LONRF3	X	1.5973e-06	2.7475700000000002e-05	75529	2
LPAR4	X	3.3726999999999995e-07	4.9123500000000005e-05	79526	3
LRCH2	X	2.0536e-06	1.8167e-05	53723	0
LUZP4	X	2.37e-07	2.63989e-05	78919	2
MAGEA1	X	0.0	0.0	81222	0
MAGEA10	X	0.0	0.0	77517	0
MAGEA11	X	2.3889e-07	0.0	79111	0
MAGEA12	X	0.0	0.0	80954	0
MAGEA3	X	0.0	0.0	79316	0
MAGEA4	X	0.0	0.0	80092	0
MAGEA6	X	0.0	0.0	80184	0
MAGEA8	X	0.0	0.0	78981	0
MAGEA9B	X	0.0	0.0	59049	0
MAGEB1	X	0.0	0.0	78499	0
MAGEB10	X	0.0	0.0	80492	0
MAGEB16	X	4.8841e-08	0.0	78505	0
MAGEB17	X	0.0	0.0	72607	0
MAGEB18	X	3.8279000000000005e-07	2.49556e-05	75971	1
MAGEB2	X	0.0	0.0	77366	0
MAGEB3	X	8.231600000000001e-08	0.0	77658	0
MAGEB4	X	0.0	0.0	76748	0
MAGEB5	X	0.0	0.0	61482	0
MAGEB6	X	0.0	0.0	80338	0
MAGEC1	X	4.7034e-08	1.27231e-05	79677	1
MAGEC2	X	0.0	0.0	79469	0
MAGEC3	X	1.3104e-06	0.0010117221	76696	77
MAGED1	X	1.9763e-06	1.22874e-05	75740	0
MAGED2	X	1.6814e-06	0.0	74175	0
MAGED4	X	2.517e-08	0.0	63556	0
MAGEE1	X	1.186e-06	0.0	77691	0
MAGEE2	X	1.1453e-06	0.0270904302	78793	2134
MAGEH1	X	2.0037e-07	0.0	78529	0
MAGIX	X	4.1167000000000003e-07	0.0	73128	0
MAGT1	X	1.1203e-06	4.03307e-05	79138	3
MAMLD1	X	1.5547e-06	1.2385699999999999e-05	80157	0
MAOA	X	1.4627000000000002e-06	0.0	78101	0
MAOB	X	1.4716e-06	0.0	73930	0
MAP3K15	X	3.4316000000000003e-06	0.0067390361999999995	76314	514
MAP7D2	X	2.8137e-06	0.00027441360000000003	77366	21
MAP7D3	X	1.9521e-06	0.000542604	78418	42
MBNL3	X	1.0424e-06	1.24065e-05	76466	0
MBTPS2	X	1.2541e-06	0.0	79538	0
MCF2	X	3.0486000000000003e-06	2.46919e-05	75432	1
MCTS1	X	4.9866e-07	0.0	75705	0
MECP2	X	1.1139e-06	1.2691300000000002e-05	80377	1
MED12	X	6.757000000000001e-06	1.27003e-05	77475	0
MED14	X	4.3047000000000005e-06	1.2241400000000001e-05	73914	0
MID1	X	1.5993e-06	1.2244400000000001e-05	79661	0
MID1IP1	X	1.6898e-07	0.0	77035	0
MID2	X	1.9983e-06	2.4465700000000002e-05	79167	1
MMGT1	X	4.6949e-07	0.0	78606	0
MORC4	X	2.3694e-06	1.22173e-05	78757	0
MORF4L2	X	3.4455e-07	0.0	77998	0
MOSPD1	X	6.3314e-07	0.0	76214	0
MOSPD2	X	1.1685e-06	0.0	75840	0
MPP1	X	1.2511e-06	0.0	75320	0
MSL3	X	1.1279e-06	0.0	75920	0
MSN	X	1.7252e-06	0.0	75081	0
MST4	X	1.3737e-06	1.2557e-05	78343	0
MTCP1	X	4.3998000000000005e-07	0.0	73429	0
MTM1	X	2.3453e-06	1.2235099999999999e-05	79668	0
MTMR1	X	2.232e-06	1.71409e-05	73735	1
MTMR8	X	1.1841e-06	0.0002099357	76964	16
MUM1L1	X	1.0705e-06	0.0	76359	0
MXRA5	X	4.1329e-06	4.9568900000000006e-05	79189	3
NAA10	X	6.2957e-07	0.0	75806	0
NAP1L2	X	6.5985e-07	1.23148e-05	80061	0
NAP1L3	X	6.2556e-07	0.0	78710	0
NCBP2L	X	0.0	0.0	74550	0
NDP	X	2.1186e-07	0.0	71753	0
NDUFA1	X	1.5334000000000002e-07	0.0	81015	0
NDUFB11	X	4.861100000000001e-07	0.0	75223	0
NGFRAP1	X	2.7793000000000005e-07	0.0	77893	0
NHS	X	2.7779e-06	0.0	80185	0
NHSL2	X	1.6215e-06	0.0012765553	76114	97
NKAP	X	1.5465000000000001e-06	0.0	72841	0
NKRF	X	1.2414e-06	0.0	80613	0
NLGN3	X	1.5085e-06	0.0	78559	0
NLGN4X	X	1.3744e-06	1.2277000000000001e-05	80185	0
NONO	X	1.7862e-06	0.0	76008	0
NOX1	X	1.5905e-06	0.0003827812	78077	29
NR0B1	X	6.926e-07	0.0	74334	0
NRK	X	4.3733999999999995e-06	6.31048e-05	71178	4
NSDHL	X	7.283199999999999e-07	0.0	78845	0
NUDT10	X	3.1873e-07	2.44652e-05	78877	1
NUDT11	X	3.1392e-07	1.2245e-05	79350	0
NUP62CL	X	4.3716000000000003e-07	0.0005439555999999999	77623	42
NXF2	X	4.4887e-07	0.0140755	58212	819
NXF2B	X	6.520399999999999e-07	1.73461e-05	73151	1
NXF3	X	1.6699e-06	3.6696199999999996e-05	81188	2
NXF5	X	1.3180000000000001e-06	0.00025698990000000004	79247	20
NXT2	X	3.735e-07	0.0	73892	0
NYX	X	4.7546000000000005e-07	1.2407999999999999e-05	70174	0
OCRL	X	3.307e-06	1.22442e-05	81075	0
OFD1	X	3.0869e-06	0.0001837369	79916	14
OGT	X	2.9929e-06	0.0	74669	0
OPHN1	X	2.0065e-06	1.22873e-05	78125	0
OPN1LW	X	8.0202e-07	0.0	77286	0
OPN1MW	X	1.7344999999999998e-07	6.7257e-05	65101	4
OPN1MW2	X	2.1144000000000002e-07	0.0	67530	0
OR13H1	X	3.4169000000000004e-07	0.00023303419999999998	79452	18
OTC	X	1.2089e-06	2.48152e-05	80274	1
OTUD5	X	1.3225999999999998e-06	0.0	74410	0
OTUD6A	X	2.5995e-09	0.0	73269	0
P2RY10	X	4.5286e-07	0.0	79536	0
P2RY4	X	5.457100000000001e-07	0.0014998962	79409	119
P2RY8	X	2.2334e-07	2.6636399999999998e-05	110921	2
PABPC5	X	6.4303e-07	0.0	80716	0
PAGE1	X	4.2821000000000005e-07	0.0	73338	0
PAGE2	X	2.2616e-07	2.5175100000000002e-05	78198	1
PAGE2B	X	2.2568000000000002e-07	0.0	78013	0
PAGE3	X	2.2034000000000003e-07	3.95379e-05	76746	3
PAGE4	X	3.1930999999999997e-07	0.0	69416	0
PAGE5	X	3.2464e-07	5.58221e-05	73044	4
PAK3	X	1.6013e-06	1.22903e-05	77505	0
PASD1	X	1.9009e-06	3.73421e-05	77994	2
PBDC1	X	5.0101e-07	1.22803e-05	73722	0
PCDH11X	X	2.0665e-06	5.5970699999999996e-05	78354	4
PCDH19	X	1.7837e-06	0.0	79904	0
PCSK1N	X	1.4455e-07	0.0	73183	0
PCYT1B	X	8.1786e-07	1.3369e-05	74056	0
PDHA1	X	1.5231e-06	0.0	79219	0
PDK3	X	1.0096e-06	2.6517199999999997e-05	72357	1
PDZD11	X	5.7568e-07	0.0	77712	0
PDZD4	X	1.51e-06	1.29949e-05	74877	0
PFKFB1	X	2.2183e-06	0.0002587813	77389	20
PGAM4	X	0.0	0.0	81352	0
PGK1	X	1.0025e-06	1.22246e-05	80629	0
PGRMC1	X	2.2825e-07	0.0	76997	0
PHEX	X	2.4521e-06	0.0	80975	0
PHF6	X	1.7284999999999998e-06	0.0	79987	0
PHF8	X	3.2282e-06	6.14217e-05	77252	4
PHKA1	X	4.8406e-06	0.0001841233	79036	14
PHKA2	X	3.5356e-06	8.55794e-05	79967	6
PIGA	X	7.7415e-07	0.0	77271	0
PIH1D3	X	3.9946999999999996e-07	0.0	75081	0
PIM2	X	7.122700000000001e-07	0.0	74574	0
PIN4	X	2.5855e-07	0.0	73736	0
PIR	X	7.3483e-07	0.00022229200000000002	78815	17
PJA1	X	1.6608e-06	0.0	80143	0
PLAC1	X	0.0	0.0	80999	0
PLCXD1	X	5.7256e-07	8.839393e-05	110506	9
PLP1	X	5.344e-07	0.0	80761	0
PLP2	X	4.3451e-07	0.000610486	74069	45
PLS3	X	1.6409e-06	1.31377e-05	77354	1
PLXNA3	X	4.7196e-06	0.0001190094	76323	9
PLXNB3	X	3.8495999999999995e-06	0.0001148202	73135	8
PNCK	X	1.1716e-06	6.27024e-05	74330	4
PNMA3	X	0.0	0.0	79364	0
PNMA5	X	0.0	0.0	71319	0
PNPLA4	X	7.5066e-07	2.44339e-05	76704	1
POF1B	X	1.7476e-06	0.00024399709999999998	73725	17
POLA1	X	4.5194e-06	0.0	76050	0
PORCN	X	1.7519e-06	0.0	78553	0
POU3F4	X	4.3662e-07	0.0	76276	0
PPEF1	X	2.1413e-06	3.7514e-05	76961	2
PPP1R3F	X	7.0128e-07	4.2582e-05	71611	3
PPP2R3B	X	1.3649e-06	0.00013527391	103692	14
PQBP1	X	7.306999999999999e-07	0.0	72674	0
