WWC3 0.0257377388 0.5865010821 0.135010652 -1.21168728 -0.15604018 -0.68646385 1.74489e-05 0.2759545787 0.0617969939 -1.78534262 -0.39467617 -1.05010168
NHS 0.1230440193 0.9557885666 0.364575141 -0.81223367 -5.31e-06 -0.12188911 0.0004821676 0.6777159897 0.129821253 -1.30927974 -0.04989742 -0.56083282
SRPX2 0.0105628522 0.3009698901 0.0713549912 -1.5110294 -0.4372525 -1.0265268 2.5199e-06 0.1293399002 0.0326988166 -2.11768469 -0.71993498 -1.33864636
RP6-24A23.6 1.0004e-06 0.5710445996 0.0030012295 -5.62414865 -0.15007716 -0.89179524 4.3e-09 0.2918327732 0.0017371041 -6.18747243 -0.35452361 -1.46166505
PDZD4 0.0437240005 0.9037941078 0.1967755333 -1.03580046 -9e-07 -0.31640976 5.2541e-06 0.6095742635 0.0764986343 -1.56908289 -0.07583818 -0.65203013
NKRF 0.0322109563 0.8972977225 0.171024879 -1.08808734 -3.995e-05 -0.274097 1.8758e-06 0.5917286452 0.0719982909 -1.63340733 -0.08263079 -0.70225421
TMEM185A 1.0221e-06 0.4621932251 0.0287880797 -3.42738213 -0.00028163 -1.01403234 3.2e-09 0.2225942466 0.010142187 -3.96857828 -0.20446315 -1.36408068
OPN1MW2 1.0003e-06 0.6913731901 0.0057990898 -5.31218701 -0.00022951 -0.69272826 1e-10 0.3832888109 0.003420525 -5.87984332 -0.16067943 -1.12145152
ALG13 0.0318637145 0.7512420171 0.1648926986 -1.09374674 -0.0392739 -0.54519538 1.64228e-05 0.4004604703 0.0704083809 -1.67601274 -0.23073076 -0.89887751
TAB3 0.0035196075 0.133918802 0.038575763 -1.88355848 -0.76974479 -1.28474577 2.234e-07 0.0564650168 0.0151761178 -2.4676246 -1.08372156 -1.60936192
PRICKLE3 1.003e-06 0.0868966796 0.0015527115 -4.604501 -0.74821288 -1.52835973 1.3e-09 0.0377621774 0.0007332474 -5.40722988 -1.10697554 -1.85778741
FOXR2 1.0002e-06 0.0832617722 0.0009759507 -5.8621256 -1.10247995 -2.53288944 9e-10 0.0358243859 0.0004553957 -6.34072582 -1.29306199 -3.70367361
FIGF 1.0018e-06 0.0396090069 0.0004376255 -5.56296529 -1.20277042 -1.86427176 6e-10 0.0175489894 0.0001886995 -6.01303289 -1.51927226 -2.23254204
SSX4 1.0006e-06 0.6445169774 0.0042004532 -5.44044721 -0.01574507 -0.8102479 5e-10 0.3596437351 0.0024842558 -6.04197835 -0.23593737 -1.22316924
PFKFB1 1.0004e-06 0.0133581418 0.0001935358 -5.6613953 -1.72549349 -2.47596298 3e-10 0.0058868791 7.90467e-05 -6.11653843 -2.02141515 -2.92655368
AR 1.047e-06 0.1100461168 0.0310658531 -2.13352257 -0.79739052 -1.35870373 1.13e-08 0.0476379382 0.0139142738 -2.70988909 -1.14062383 -1.67682589
CLIC2 1.0029e-06 0.3405977642 0.0051948538 -5.33043175 -0.19977905 -1.22926923 1e-09 0.1557705247 0.0026770454 -5.82622744 -0.52308792 -1.5912304
GJB1 1.0055e-06 0.8132672614 0.0604059266 -2.61791601 -5.105e-05 -0.50394806 4.4e-09 0.5003398425 0.0240510132 -3.14890046 -0.0063434 -0.92689041
PIR 1.0001e-06 0.0125368178 0.0006357251 -5.87603585 -2.14689679 -4.11767598 6e-10 0.0069163371 0.0002881813 -6.43077887 -2.27071668 -4.4953586
RPL39 1.0001e-06 0.7020588622 0.0058014781 -5.3194434 -5.064e-05 -0.69498033 5e-10 0.4131979528 0.0035569413 -5.91344244 -0.1521794 -1.13191016
RGAG4 1.0001e-06 0.0116384893 0.000121098 -5.85946327 -1.90980169 -3.74316348 1e-10 0.0050091142 5.16849e-05 -6.34360468 -2.12161181 -3.9253271
XAGE5 1.0009e-06 0.1889040264 0.0029342777 -5.35018958 -0.46037425 -1.3350533 9e-10 0.0830445486 0.001361387 -5.79834211 -0.79440024 -1.68036729
AMER1 0.0189443166 0.5295741518 0.1131841085 -1.28183319 -0.19007066 -0.74994888 5.254e-07 0.247352406 0.0529125987 -1.86889502 -0.43251187 -1.10183425
CHM 0.0695506085 0.926041749 0.2298955566 -0.94900098 -5.96e-06 -0.27053921 6.4086e-06 0.637383252 0.0979582611 -1.47149769 -0.06041108 -0.65804777
MSN 0.0561046616 0.9143423559 0.2081194419 -0.98850066 -5.52e-06 -0.31686441 4.2607e-06 0.6197665083 0.0869884358 -1.50988543 -0.06845176 -0.6211981
KAL1 0.0202606547 0.540768875 0.1172644593 -1.26593687 -0.18653805 -0.70774194 3.11033e-05 0.2537057977 0.0550370957 -1.84086842 -0.42689486 -1.05307053
MUM1L1 0.0174098152 0.8773378097 0.1412282447 -1.1642075 -1.908e-05 -0.33117515 2.7033e-06 0.5781132944 0.0612449226 -1.72617309 -0.0780417 -0.73618065
SYAP1 0.0074024189 0.8657605193 0.1272244889 -1.22303657 -6.41e-06 -0.36583948 4.688e-07 0.562382398 0.0546139594 -1.78430466 -0.08527066 -0.79825814
MAGED1 0.073184854 0.9280564864 0.2360082156 -0.93911991 -1.51e-05 -0.20168617 3.30139e-05 0.6332413383 0.0962490682 -1.45229037 -0.06447772 -0.61781206
DCAF12L1 1.0004e-06 0.8383131906 0.1016145992 -1.46786938 -2.831e-05 -0.44170085 1.517e-07 0.5390279237 0.0406740422 -2.0323315 -0.05609637 -0.84931626
TRO 0.0032750251 0.4151803219 0.0784577395 -1.50028025 -0.28616691 -0.94721165 3.0512e-06 0.1894712834 0.0332980991 -2.08668561 -0.54958209 -1.2804069
NKAP 0.0445913018 0.9041889554 0.1892207515 -1.03647362 -0.00011113 -0.34209514 6.00095e-05 0.6117601596 0.0778084438 -1.55948436 -0.07312029 -0.68554953
OFD1 1.0031e-06 0.0498407342 0.0178192051 -2.62043871 -1.09003926 -1.63212014 1.17e-08 0.0213661177 0.0051288226 -3.25422594 -1.46319361 -1.92569822
APOO 0.0030015723 0.8607339781 0.1248203771 -1.25677916 -1.934e-05 -0.28710855 4.68e-07 0.5591499775 0.0511748467 -1.81709831 -0.08087729 -0.7946008
PCDH19 0.0670228809 0.9231154681 0.2258651059 -0.95425105 -1.103e-05 -0.18998056 3.167e-06 0.632146541 0.0889759071 -1.47201813 -0.06360695 -0.60894024
REPS2 0.0019894854 0.2282139989 0.0520848961 -1.6980396 -0.52257075 -1.17006494 1.552e-07 0.0983644899 0.0225394299 -2.3254627 -0.82390826 -1.44141923
LAS1L 0.0676755504 0.9217955438 0.2403043043 -0.95167993 -5.611e-05 -0.29872592 2.32293e-05 0.6298276444 0.0939170019 -1.48017232 -0.06634012 -0.62223745
MED12 0.2503302679 0.9946098984 0.6297996881 -0.59243883 -3.85e-06 -0.05178773 0.0434659912 0.7824153279 0.2684583381 -1.00569714 -0.02849541 -0.36740931
PSMD10 1.0006e-06 0.7880021006 0.0192010274 -4.16348432 -8.583e-05 -0.56536709 1.5e-09 0.4864367408 0.0121658256 -4.3365807 -0.00836702 -0.98212706
MAGED4 1.0001e-06 0.5529494212 0.0028007389 -5.68430027 -0.21856435 -1.17752855 1e-10 0.2690372338 0.0015687303 -6.22432451 -0.39726355 -1.56106494
SSX4B 1.0006e-06 0.6627323746 0.0043992179 -5.40446795 -0.00026243 -0.73954526 8e-10 0.3675927971 0.0027243518 -6.00856829 -0.20113712 -1.19238359
IL2RG 0.0166034546 0.8813171895 0.1430200821 -1.16999799 -2.919e-05 -0.39512954 3.719e-07 0.5811333188 0.0605636368 -1.71069631 -0.08207672 -0.73840527
CCNB3 0.0106223747 0.3011307022 0.0705621947 -1.51356014 -0.43972361 -1.0080144 1.1437e-06 0.1282674444 0.0326857043 -2.12606291 -0.72396031 -1.32849424
PRPS1 1.0038e-06 0.813937764 0.0526098433 -2.93858377 -1.345e-05 -0.54597078 2e-09 0.5183021696 0.0230791174 -3.1366366 -0.00977971 -0.91235965
KRBOX4 1.002e-06 0.7088910132 0.0064018148 -5.27428004 -3.128e-05 -0.6492619 3e-10 0.4090770458 0.004057921 -5.80467493 -0.12659006 -1.07955535
PHF6 0.0646943656 0.9242546703 0.2156608191 -0.96435854 -2.801e-05 -0.24800967 1.2147e-06 0.6211396902 0.0932313683 -1.50153134 -0.06724938 -0.61116505
RAB40AL 1.0002e-06 0.5172265289 0.0025991192 -5.70587708 -0.23922906 -1.0553258 6e-10 0.2668646921 0.0015470423 -6.24038939 -0.41036613 -2.38867264
NXF5 1e-06 0.006473585 7.96941e-05 -5.89674056 -2.18578386 -3.76064106 5e-10 0.0028625456 3.4489e-05 -6.3867895 -2.3671413 -4.2108078
HDX 1.0261e-06 0.1289607002 0.0332753805 -2.14438798 -0.68080815 -1.33971535 4.3e-09 0.0556500267 0.0138334616 -2.76524773 -1.03872478 -1.63759252
SLITRK2 0.0001753022 0.215209201 0.0473991163 -1.7537098 -0.53963298 -1.17687525 2.21e-08 0.0940838776 0.0200749451 -2.37192581 -0.84893282 -1.46252327
CXorf40B 1.0002e-06 0.6499222772 0.0044018214 -5.47543224 -0.02521011 -0.79095372 1e-10 0.3587981415 0.0025432803 -6.06262901 -0.22011671 -1.23228436
TAF1 0.2158421066 0.9878909584 0.4708030366 -0.64486817 -1.732e-05 -0.06363267 0.0275253759 0.7556613955 0.2294755739 -1.08696158 -0.03171668 -0.4220608
ATP2B3 0.0299991127 0.7548788624 0.1617954308 -1.09691861 -0.03681546 -0.62097686 2.84366e-05 0.4009182352 0.0690264968 -1.67114797 -0.23275879 -0.88517747
CNGA2 1.0008e-06 0.0270956469 0.0003928251 -5.54141182 -1.36844536 -2.04929778 5e-10 0.011980359 0.0001632909 -5.99598526 -1.69391204 -2.4595758
GAGE2C 1.0001e-06 0.5594486203 0.0028012384 -5.66271212 -0.18488415 -0.99983708 6e-10 0.2853025184 0.0015547827 -6.20221274 -0.36981105 -1.54844606
EIF2S3 1.0002e-06 0.0183774893 0.0002079944 -5.76911405 -1.63890146 -2.34954098 2.2e-09 0.0080096387 9.43442e-05 -6.25075906 -1.89573436 -2.83629057
VMA21 1.0003e-06 0.6716945409 0.0046016409 -5.38298091 -2.595e-05 -0.73455626 1.7e-09 0.3746758713 0.0028895328 -5.9824141 -0.18798957 -1.18437143
SPIN2A 1.0006e-06 0.1814326475 0.0016012797 -5.78492579 -0.6949206 -1.55305635 4e-10 0.0786241314 0.0008224286 -6.26918405 -0.93124718 -1.96721611
FRMPD4 0.115749581 0.9530867454 0.318858317 -0.82889474 -1.174e-05 -0.12654684 5.3011e-06 0.671939883 0.1357054447 -1.32723944 -0.05189766 -0.53713936
RHOXF1 1.0007e-06 0.7975501341 0.0262059008 -3.20567994 -5.22e-06 -0.54728626 1.5e-09 0.4948949325 0.015855666 -4.33838335 -0.0040224 -0.98998791
FAM3A 1e-06 0.3444889307 0.0053992439 -5.34708861 -0.194659 -1.19201959 4e-10 0.1607431772 0.0027273502 -5.85695069 -0.52114516 -1.57188266
SLC9A6 0.0628734866 0.9187465993 0.2180386881 -0.96860687 -1.013e-05 -0.29265314 1.86697e-05 0.6275153411 0.0900861653 -1.49424391 -0.06314673 -0.62651127
SHROOM4 0.019022044 0.362758131 0.0906913143 -1.39313638 -0.37396868 -0.9248933 1.18483e-05 0.1557614359 0.041938888 -1.99326667 -0.64204096 -1.22482882
GPR143 1.0229e-06 0.8545684735 0.1244254035 -1.27736379 -1.32e-06 -0.35708764 2.331e-07 0.554551763 0.0510229138 -1.8384107 -0.08617962 -0.81914769
SPANXN5 1.0001e-06 0.6021275123 0.0031995473 -5.60869021 -0.12870211 -0.86800844 1.5e-09 0.2996928883 0.0017312185 -6.1807612 -0.33196987 -1.32964276
FAM9B 1.0002e-06 0.0404054597 0.0004122415 -5.7885659 -1.31609183 -1.93184241 1.5e-09 0.0180113537 0.0001740242 -6.27177712 -1.55717071 -2.35382166
TBL1X 0.0864721944 0.9374721509 0.2556076965 -0.89934537 -1.667e-05 -0.21032576 2.31576e-05 0.643739103 0.1075067286 -1.42796625 -0.06093391 -0.62126899
MTMR8 1.0001e-06 0.0064396203 8.50278e-05 -5.91120132 -2.2070055 -3.87828427 5e-10 0.002794626 3.64839e-05 -6.41047251 -2.38315243 -4.10635179
TFE3 0.032412367 0.8937614646 0.176637332 -1.08596681 -8.75e-06 -0.37957695 2.7977e-06 0.5947416673 0.0717370883 -1.6416735 -0.08061583 -0.72791072
UBQLN2 1.0105e-06 0.8355071526 0.0968133095 -1.48239414 -3.125e-05 -0.46057118 1.49e-08 0.5384160913 0.0406942532 -2.06430426 -0.05655724 -0.81806254
RBBP7 0.0220009039 0.8825538121 0.1559935715 -1.14009249 -0.00010972 -0.31235599 6.606e-07 0.5800188793 0.0649340189 -1.69255478 -0.0846705 -0.75081164
PRRG1 1.0011e-06 0.3118594418 0.0043905633 -5.4139687 -0.26750072 -1.27663561 5e-10 0.1403413085 0.0022276403 -5.91710167 -0.5846273 -1.63970596
HTR2C 1.0373e-06 0.4979767716 0.0527772693 -2.13813068 -0.01823702 -0.966264 4.25e-08 0.2399442096 0.0177607863 -2.8040877 -0.28403319 -1.31370143
FAM122C 1.0004e-06 0.1165497049 0.0014003845 -5.6661965 -0.77677607 -1.54847399 9e-10 0.0517547518 0.000536876 -6.13034948 -1.06183991 -1.91126187
USP11 0.1230730019 0.9541845854 0.3433629821 -0.81232299 -7.94e-06 -0.14131844 0.000642279 0.6688833 0.1450300711 -1.31550388 -0.05543966 -0.51624827
CUL4B 0.1069755189 0.9494070396 0.3437501296 -0.8504647 -1.023e-05 -0.12552604 1.33021e-05 0.6572529115 0.1266812995 -1.35621896 -0.05747802 -0.60837039
BEX5 1.0008e-06 0.1126949703 0.0009982925 -5.87127816 -0.9911991 -3.28664814 1.4e-09 0.0479344083 0.0004465952 -6.36129608 -1.17676452 -3.96736004
SYTL5 0.0045301488 0.1397518691 0.0405996839 -1.84432682 -0.75900472 -1.29830217 2.41e-07 0.0586814019 0.0175099423 -2.44021044 -1.0741631 -1.56141565
RHOXF2 1.0017e-06 0.0598965936 0.0005940274 -5.84577714 -1.21981024 -2.05555387 1e-10 0.0253558599 0.0002392063 -6.31591722 -1.42665414 -2.51165813
RGAG1 0.0586079002 0.9156859513 0.2084880932 -0.98473598 -4.562e-05 -0.24760797 2.16867e-05 0.6231570978 0.083329613 -1.50662975 -0.06917822 -0.65422006
ZNF275 1.0027e-06 0.1065071657 0.0021580896 -4.44374601 -0.65281247 -1.47231624 3e-09 0.0461390225 0.0009278444 -5.51858525 -1.00718571 -1.81692409
ELK1 1.0053e-06 0.8119179127 0.0582093867 -2.73070551 -2.389e-05 -0.53032322 2.8e-09 0.5067505589 0.0235880815 -3.20645302 -0.00760554 -0.91497093
PJA1 0.0604685045 0.9175179663 0.195387223 -0.97520155 -1.377e-05 -0.2636784 5.1292e-06 0.6275506293 0.0910140975 -1.50222447 -0.07046134 -0.57168418
PRAF2 1.0007e-06 0.7705434728 0.0126033308 -4.76711985 -6.13e-06 -0.6216992 2e-10 0.4630924969 0.0083773571 -5.18831901 -0.0114783 -1.04723878
RPGR 0.0520144096 0.9116478513 0.1880686557 -1.00607611 -6.697e-05 -0.31488315 3.5782e-06 0.6162616761 0.0826843797 -1.53389671 -0.06904599 -0.66108075
HS6ST2 0.0032011484 0.8616261474 0.1208045732 -1.25899892 -7.376e-05 -0.41134656 1.942e-07 0.5639703577 0.0513236339 -1.82053085 -0.08552824 -0.82699381
PLXNA3 0.0183408143 0.1349190816 0.0488561889 -1.59457586 -0.81828974 -1.24027092 0.0007440346 0.0565206815 0.0256958718 -2.24633692 -1.11170626 -1.51000805
USP51 1.2308e-06 0.549945132 0.0697687413 -1.64110407 -0.10077075 -0.91408566 1.926e-07 0.2701655267 0.0274271982 -2.24081435 -0.34318416 -1.23382666
SCML1 1.0762e-06 0.8503239179 0.1178180966 -1.33236691 -2.366e-05 -0.3486296 5.34e-08 0.5487782097 0.0469259852 -1.90019827 -0.0749501 -0.86405022
PIM2 1.067e-06 0.8452354525 0.1016052004 -1.45388823 -6.874e-05 -0.43728972 5.03e-08 0.546812255 0.0417294194 -2.04456337 -0.05805908 -0.88066438
TBC1D25 0.0036224152 0.2353360517 0.0536969315 -1.67379064 -0.5189542 -1.15935387 1.3259e-06 0.1027440416 0.0243153089 -2.28869307 -0.81458586 -1.4574043
GYG2 1.0007e-06 0.0074285099 9.31248e-05 -5.90258362 -2.14343154 -3.89256081 1e-10 0.0031835647 3.75028e-05 -6.40779239 -2.31699391 -4.11240945
ATP6AP1 0.0124029287 0.8713321611 0.1424224911 -1.19138542 -2.106e-05 -0.36926036 8.471e-07 0.5719235573 0.0582158135 -1.74949749 -0.08137742 -0.7571177
COL4A6 0.0266639296 0.2640895971 0.0815415064 -1.38061624 -0.51969126 -0.98993494 2.49069e-05 0.1104010544 0.0423819358 -2.01565188 -0.79579569 -1.30240263
KCND1 1.0134e-06 0.177810801 0.0352108723 -2.12267375 -0.49336851 -1.26552272 4.8e-08 0.0776089075 0.0140520163 -2.786286 -0.83444399 -1.58525901
LAMP2 1.001e-06 0.5004093996 0.0544930205 -2.09488421 -0.02854535 -0.94531822 9.1e-09 0.2436303469 0.0196338485 -2.75407734 -0.28407738 -1.3141742
NUDT11 1.0001e-06 0.7613785583 0.0113976705 -4.97018272 -0.0002133 -0.63151103 1.9e-09 0.4525483221 0.0074768872 -5.31187683 -0.01066853 -1.07125907
STARD8 0.0075235578 0.2787201267 0.0662464433 -1.56575582 -0.45839969 -1.05409034 7.6866e-06 0.1194496321 0.0299861986 -2.17576128 -0.74706257 -1.36368971
FLNA 0.101321396 0.8800182251 0.2862235712 -0.81202979 -0.00386747 -0.34149606 0.0027797345 0.518619064 0.1293613088 -1.34858233 -0.15148089 -0.66104651
RPS6KA6 0.008815747 0.6629360922 0.1149537793 -1.27917526 -0.07784913 -0.71624786 8.8405e-06 0.3438060108 0.05052371 -1.86037607 -0.29593513 -1.06510186
PAK3 0.0540075469 0.9153332459 0.2030793364 -1.00569901 -9.09e-06 -0.29500601 2.6381e-05 0.6200096332 0.081514426 -1.52850004 -0.06974433 -0.6472066
ATG4A 0.0280476209 0.8923733374 0.1800345586 -1.10966187 -1.56e-05 -0.32282179 1.0838e-06 0.591663685 0.0679555961 -1.66100049 -0.07799918 -0.75080456
MAGEB18 1.0018e-06 0.2786948125 0.0035867692 -5.50731586 -0.34612608 -1.34789118 7e-10 0.1266033456 0.0016025747 -6.00305923 -0.64892514 -1.68532605
OTUD6A 1.0006e-06 0.495673164 0.0026013792 -5.7260878 -0.27006398 -1.98392276 1.9e-09 0.2536507255 0.0013689727 -6.25654463 -0.44693467 -4.27995371
WAS 0.0561226451 0.9128132845 0.2210449414 -0.98825437 -9.8e-07 -0.28773393 6.60171e-05 0.6172739555 0.0863316844 -1.51720341 -0.07362438 -0.69636114
SLC35A2 1.0567e-06 0.8313068622 0.0858119784 -1.77167901 -3.113e-05 -0.47342692 1.57e-08 0.5274097874 0.0339620086 -2.36877141 -0.00681704 -0.88103677
KLHL34 1.0001e-06 0.0144583331 0.0006364872 -5.86543264 -2.03090556 -3.12260687 1e-09 0.0076198561 0.0002988189 -6.39990189 -2.17587865 -3.6671271
SOX3 1.0003e-06 0.755701476 0.0114025163 -5.0408873 -2.869e-05 -0.61693376 4e-10 0.4464601519 0.0073827183 -5.29546646 -0.02398425 -1.08242405
BGN 1.01e-06 0.4597124002 0.020996963 -3.7493232 -0.00017013 -1.01121813 8.3e-09 0.2182863955 0.0086450137 -4.51651807 -0.2243862 -1.37663637
SPANXN4 1.0001e-06 0.5529101507 0.0030015924 -5.64230089 -0.17163416 -0.99379447 7e-10 0.2897579777 0.0017339247 -6.19784503 -0.36463535 -1.44438409
SYP 0.0070031164 0.8647459694 0.1354245044 -1.22445399 -1.368e-05 -0.42948155 3.17e-07 0.5688352858 0.0539860503 -1.78872436 -0.07747002 -0.77132714
ITM2A 1.0007e-06 0.3387557595 0.0052003063 -5.37201519 -0.21017065 -1.23029803 1.4e-09 0.157592724 0.0025041231 -5.88892756 -0.53320137 -1.58995232
UTP14A 0.0972142524 0.9428701179 0.2706721275 -0.87101787 -1.095e-05 -0.17974759 2.591e-06 0.6533351408 0.1246919295 -1.38363273 -0.05822394 -0.52273115
PHF8 0.0189026073 0.2613257371 0.0710719189 -1.46287694 -0.5196033 -1.02997781 1.22208e-05 0.1081398945 0.0330268132 -2.09984963 -0.80470513 -1.32478803
TAF9B 1.0008e-06 0.0100207316 0.0001092386 -5.90384864 -2.02212792 -3.82023482 1e-10 0.004296474 4.70203e-05 -6.39417438 -2.1924875 -4.10760166
RBM10 0.1460596788 0.966830781 0.3601155558 -0.76727014 -7.13e-06 -0.11154393 0.0059991708 0.6914012889 0.1685048349 -1.25186708 -0.04941733 -0.52013514
RNF113A 1.011e-06 0.8103104882 0.0362059025 -3.18172965 -2.775e-05 -0.55409721 1.11e-08 0.4985786162 0.0193565923 -3.67565527 -0.0099234 -0.96171074
SLC25A14 0.0182048394 0.8819075907 0.1410194502 -1.15829441 -3.404e-05 -0.39020837 1.426e-07 0.5817234651 0.06119235 -1.71541985 -0.08099663 -0.69561641
MAGEB16 1e-06 0.5738984222 0.0030015094 -5.63271747 -0.14884189 -0.91579232 8e-10 0.2984699775 0.0017153455 -6.18919044 -0.34917993 -1.41347244
NOX1 1.0003e-06 0.0138196825 0.000636342 -5.8842258 -2.08286951 -3.66076872 5e-10 0.0075084228 0.0003064667 -6.43263342 -2.19620337 -4.37799249
ARL13A 1e-06 0.0676857843 0.0007497255 -5.65334616 -1.00237433 -1.64396872 4e-10 0.0297918804 0.0003238252 -6.09975371 -1.30098576 -2.00148312
